
10 0.000000 0.000000
110 0.000000 0.000000
210 0.000000 0.000000
310 0.000000 0.000000
410 0.000000 0.000000
510 0.000000 0.000000
610 0.000000 0.000000
710 0.000000 0.000000
810 0.000000 0.000000
910 0.000000 0.000000
1010 0.000000 0.000000
1110 0.000000 0.000000
1210 0.000000 0.000000
1310 0.000000 0.000000
1410 0.000000 0.000000
1510 0.000000 0.000000
1610 0.000000 0.000000
1710 0.000000 0.000000
1810 0.000000 0.000000
1910 0.000000 0.000000
2010 0.000000 0.000000
2110 0.000000 0.000000
2210 0.000000 0.000000
2310 0.000000 0.000000
2410 0.000000 0.000000
2510 0.000000 0.000000
2610 0.000000 0.000000
2710 0.000000 0.000000
2810 0.000000 0.000000
2910 0.000000 0.000000
3010 0.000000 0.000000
3110 0.000000 0.000000
3210 0.000000 0.000000
3310 0.000000 0.000000
3410 0.000000 0.000000
3510 0.000000 0.000000
3610 0.000000 0.000000
3710 0.000000 0.000000
3810 0.000000 0.000000
3910 0.000000 0.000000
4010 0.000000 0.000000
4110 0.000000 0.000000
4210 0.000000 0.000000
4310 0.000000 0.000000
4410 0.000000 0.000000
4510 0.000000 0.000000
4610 0.000000 0.000000
4710 0.000000 0.000000
4810 0.000000 0.000000
4910 0.000000 0.000000
5010 0.000000 0.000000
5110 0.000000 0.000000
5210 0.000000 0.000000
5310 0.000000 0.000000
5410 0.000000 0.000000
5510 0.000000 0.000000
5610 0.000000 0.000000
5710 0.000000 0.000000
5810 0.000000 0.000000
5910 0.000000 0.000000
6010 0.000000 0.000000
6110 0.000000 0.000000
6210 0.000000 0.000000
6310 0.000000 0.000000
6410 0.000000 0.000000
6510 0.000000 0.000000
6610 0.000000 0.000000
6710 0.000000 0.000000
6810 0.000000 0.000000
6910 0.000000 0.000000
7010 1.000000 0.000000
7110 1.000000 0.000000
7210 1.000000 0.000000
7310 1.000000 0.000000
7410 1.000000 0.000000
7510 1.000000 0.000000
7610 1.000000 0.000000
7710 1.000000 0.000000
7810 1.000000 0.000000
7910 1.000000 0.000000
8010 1.000000 0.000000
